StockCode,Description,TotalRevenue,UnitsSold,OrderCount,UniqueCustomers,AvgPrice
47016,LIGHT DECORATION BATTERY OPERATED,60.900000000000006,29,4,4,2.1
90022,EDWARDIAN DROP EARRINGS JET BLACK,60.9,16,15,0,3.80625
90071,RUBY GLASS CLUSTER EARRINGS,60.67,48,43,1,1.2639583333333333
22537,MAGIC SLATE DINOSAUR,60.480000000000004,144,3,3,0.42000000000000004
84984B,RED PEONY DES C/COVER ,60.45,13,6,6,4.65
90140,PINK SWEETIE NECKLACE,60.42,8,6,2,7.5525
22619, SET Of 6 SOLDIER SKITTLES,60.0,16,3,3,3.75
84875A,PINK SQUARE COMPACT MIRROR,60.0,16,12,10,3.75
22409,TIN CAN BISCUITS DESIGN,60.0,48,4,4,1.25
90171,DAISY RING,59.65,47,27,2,1.2691489361702126
gift_0001_70,Dotcomgiftshop Gift Voucher £70.00,59.57,1,1,0,59.57
84575A,PINK DOG CANNISTER,59.5,10,9,9,5.95
44241C,BLUE BUTTERFLY ON SPRING,59.5,70,8,7,0.85
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,59.5,7,5,5,8.5
84582,PINK CROCHET CAT WITH SCARF,59.5,14,11,9,4.25
90060D,FIRE POLISHED GLASS NECKL BRONZE,59.5,10,6,4,5.95
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,59.47,14,7,4,4.247857142857143
22973,CHILDRENS CIRCUS PARADE MUG,59.400000000000006,36,3,3,1.6500000000000001
35654,VINTAGE BEAD FILLED PINK CUSHION,59.400000000000006,12,5,4,4.95
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,59.400000000000006,36,3,3,1.6500000000000001
35001B,HAND OPEN SHAPE BLACK,59.330000000000005,17,6,5,3.49
90210C,RED   ACRYLIC FACETED BANGLE,59.010000000000005,20,5,4,2.9505000000000003
20667,CHERRY BLOSSOM PURSE,59.00000000000001,20,8,6,2.95
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,59.00000000000001,20,8,8,2.95
90162D,ANT SILVER PURPLE BOUDICCA RING,59.0,20,10,6,2.95
84593,CROCHET ROSE DES CLOTHES HANGER,59.0,20,6,6,2.95
22903,CALENDAR FAMILY FAVORITES,59.0,20,4,4,2.95
90169,DAISY HAIR COMB,58.65,23,14,2,2.55
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",58.65,23,7,7,2.55
85023C,PINK LARGE JEWELED PHOTOFRAME,58.64999999999999,23,11,10,2.55
84984A,GREEN PEONY DES C/COVER,58.370000000000005,11,5,4,5.306363636363637
35816B,"ACRYLIC JEWEL ANGEL,BLUE",58.07,139,3,2,0.41776978417266186
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,58.05,33,13,3,1.759090909090909
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,57.98,86,11,7,0.6741860465116278
84510a,SET OF 4 ENGLISH ROSE COASTERS,57.73,23,19,0,2.51
22919,HERB MARKER MINT,57.480000000000004,76,21,14,0.7563157894736843
35821B,"JEWELLED DECORATION,BLUE",57.0,150,3,3,0.38
35913B,WHITE/PINK CHICK EASTER DECORATION,56.91,64,11,10,0.88921875
72771B,BURG FLOCK GOLD CUP/CANDLE ,56.9,117,8,6,0.4863247863247863
72783,BLACK SIL'T SQU CANDLE PLATE ,56.7,27,7,5,2.1
90214G,"LETTER ""G"" BLING KEY RING",56.38,44,21,10,1.2813636363636365
84415A,PINK FLOCK SUEDE CUSHION COVER ,56.25,15,4,1,3.75
79331,PINK FLOCK GLASS CANDLEHOLDER,56.1,34,6,5,1.6500000000000001
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,56.099999999999994,22,10,9,2.55
90067A,PINK VINTAGE VICTORIAN EARRINGS,56.09,19,9,5,2.952105263157895
85179C,PINK BITTY LIGHT CHAIN,55.839999999999996,10,4,3,5.584
44236,PINK/PURPLE CIRCLE CURTAIN,55.800000000000004,12,6,5,4.65
85080,PADDED RED HEART DECORATION,55.76,113,22,19,0.4934513274336283
71495B,CD WALL TIDY RED FLOWERS,55.56,143,11,5,0.3885314685314685
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,55.06,38,12,6,1.4489473684210528
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,55.01,11,9,3,5.000909090909091
85151,WELCOME METAL SIGN,55.0,44,8,8,1.25
35916A,YELLOW FELT HANGING HEART W FLOWER,54.60999999999999,48,17,4,1.137708333333333
90075,MONTANA DIAMOND CLUSTER NECKLACE,54.519999999999996,6,5,3,9.086666666666666
20953,PORCELAIN CHERUB BELL LARGE,54.449999999999996,33,9,7,1.65
35912B,WHITE/PINK CHICK DECORATION,54.32,36,10,8,1.508888888888889
22345,PARTY PIZZA DISH BLUE WHITE SPOT ,54.28,53,17,8,1.0241509433962264
79329,PINK FLOCK GLASS CANDLEHOLDER,53.760000000000005,88,5,5,0.610909090909091
17084J,LOVE POTION MASALA INCENSE,53.76,256,13,12,0.21
84251G,"GREETING CARD, OVERCROWDED POOL.",53.709999999999994,203,39,18,0.26458128078817733
90176C,DIAMANTE NECKLACE,53.68,7,4,3,7.668571428571428
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,53.58,32,20,3,1.674375
90037C,TINY CRYSTAL BRACELET BLUE,53.56,21,8,4,2.5504761904761906
22252,BIRDCAGE DECORATION MAGIC GARDEN,53.55,21,3,3,2.55
90084,PINK CRYSTAL GUITAR PHONE CHARM,53.55,63,8,7,0.85
90176A,CLASSIC DIAMANTE NECKLACE JET,53.4,7,5,2,7.628571428571428
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,53.4,22,11,4,2.4272727272727272
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,53.34,7,6,0,7.62
20697,LITTLE GREEN MONSTER SOFT TOY,53.25,23,12,10,2.3152173913043477
46115B,GREEN POP ART MAO CUSHION COVER ,53.2,280,21,19,0.19
20848,ZINC HEART LATTICE CHARGER SMALL,53.10000000000001,18,4,3,2.9500000000000006
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,52.65,39,15,9,1.3499999999999999
90078,PINK/WHITE GLASS DEMI CHOKER,52.64,7,4,3,7.5200000000000005
22684,FRENCH BLUE METAL DOOR SIGN 9,52.56,36,14,7,1.46
84845C,CARNATION SQUARE HANDY TIN,52.5,42,14,14,1.25
90214B,"LETTER ""B"" BLING KEY RING",52.21,43,21,12,1.2141860465116279
20870,OPULENT VELVET CANDLE IN BOX,52.2,29,7,4,1.8
84292B,BLUE COL METAL FOLDING CHAIR,51.8,8,5,4,6.475
22683,FRENCH BLUE METAL DOOR SIGN 8,51.33,33,11,4,1.5554545454545454
DCGS0004,HAYNES CAMPER SHOULDER BAG,51.31,3,3,0,17.103333333333335
84845D,GERANIUM SQUARE HANDY TIN,51.25,41,11,11,1.25
gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,51.239999999999995,6,6,0,8.54
35071,ASSORTED SANTA CHRISTMAS DECORATION,51.13999999999999,50,7,5,1.0228
84527,FLAMES SUNGLASSES PINK LENSES,51.01,25,14,13,2.0404
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,51.0,20,4,4,2.55
84795b,SUNSET CHECK HAMMOCK,50.94,3,3,0,16.98
85069,CREAM SWEETHEART DOUBLE SHELF,50.85,3,1,1,16.95
22846,"BREAD BIN, DINER STYLE, RED ",50.849999999999994,3,2,2,16.95
17084A,TRANQUILITY MASALA INCENSE,50.82,242,11,9,0.21
22889,"NUMBER TILE VINTAGE FONT, No ",50.7,23,3,2,2.2043478260869565
84559a,3D SHEET OF DOG STICKERS,50.699999999999996,30,20,0,1.69
85124a,PINK JUICY FRUIT PHOTO FRAME,50.599999999999994,10,9,0,5.06
72083A,STRAWBERY SWIRL FLARE CANDLE,50.400000000000006,24,7,7,2.1
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,50.370000000000005,17,12,3,2.9629411764705886
72801c,S/4 ROSE PINK DINNER CANDLES,50.199999999999996,20,10,0,2.51
22657,HEN & 2 CHICKS IN BASKET,50.15,59,7,7,0.85
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,50.0,40,6,6,1.25
90051,CRACKED GLAZE NECKLACE RED,49.73,7,6,1,7.104285714285714
90214N,"LETTER ""N"" BLING KEY RING",49.72,40,21,9,1.2429999999999999
90135A,ORANGE/FUSCHIA STONES NECKLACE,49.64,10,3,2,4.964
90046,WHITE WITH METAL BAG CHARM,49.5,10,6,5,4.95
16045,POPART WOODEN PENCILS ASST,49.44,412,6,4,0.12
84537B,FAIRY CAKES GIFT BAG,49.14,117,11,10,0.42
72129,COLUMBIAN CANDLE ROUND ,49.11,74,18,16,0.6636486486486486
35610C,WHITE CHRISTMAS FLOCK DROPLET ,49.05,69,6,5,0.7108695652173913
90214P,"LETTER ""P"" BLING KEY RING",48.91,41,19,10,1.1929268292682926
62086A,PINK RETRO BIG FLOWER BAG,48.75,25,10,9,1.95
35603C,SET/16 WHITE SHINY & MATT BAUBLES,48.3,83,24,19,0.5819277108433735
47591A,CAROUSEL CHILDRENS APRON,47.97,29,12,3,1.6541379310344828
90021,LASER CUT MULTI STRAND NECKLACE,47.8,4,3,3,11.95
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,47.72,8,6,5,5.965
84608,ORNATE EDWARDIAN CANDLE HOLDER,47.7,6,4,4,7.95
15058B,PINK POLKADOT GARDEN PARASOL,47.7,6,3,3,7.95
21347,GOTHIC CARRIAGE LANTERN,47.6,8,4,4,5.95
84679,CLASSICAL ROSE TABLE LAMP,47.6,8,2,2,5.95
71495A,CD WALL TIDY BLUE OFFICE,47.58,122,12,3,0.39
22685,FRENCH BLUE METAL DOOR SIGN 0,47.56,32,9,5,1.48625
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,47.35,9,8,2,5.261111111111111
20895,VINTAGE NOTEBOOK FRENCH LETTER ,47.20000000000001,16,4,3,2.9500000000000006
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,24,9,8,1.95
84227,HEN HOUSE W CHICK IN NEST,46.620000000000005,111,12,12,0.42000000000000004
81952B,ROUND BLUE CLOCK W/SUCKER,46.56,54,11,6,0.8622222222222222
16050,TEATIME PENCIL WITH RUBBER,46.45,151,8,4,0.3076158940397351
22860,EASTER TIN CHICKS PINK DAISY,46.38,25,5,4,1.8552000000000002
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,46.2,22,5,5,2.1
84951b,S/4 BLACK LOVEBIRD COASTERS,46.2,9,4,0,5.133333333333334
85081,PADDED HOLLY CHRISTMAS DECORATION ,46.17,104,21,20,0.4439423076923077
84626,CANDY STRIPE ROSE QUILT,45.95,1,1,1,45.95
22604,SET OF 4 NAPKIN CHARM CUTLERY,45.900000000000006,18,3,3,2.5500000000000003
20964,POLYESTER FILLER PAD 60x40cm,45.9,18,5,5,2.55
90037B,TINY CRYSTAL BRACELET GREEN,45.89,18,5,4,2.5494444444444446
35611B,BLACK ASSORTED DROPLET DECORATION,45.76,62,3,2,0.7380645161290322
90163B,WHITE ROSEBUD & PEARL NECKLACE,45.73,6,4,1,7.621666666666666
84660b,BLACK STITCHED WALL CLOCK,45.72,6,5,0,7.62
20837,FRENCH FLORAL CUSHION COVER ,45.60000000000001,24,3,3,1.9000000000000004
90214H,"LETTER ""H"" BLING KEY RING",45.2,40,28,12,1.1300000000000001
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,45.18,27,13,2,1.6733333333333333
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,45.04,27,14,4,1.6681481481481482
22406,TIN CAN KINGS CHOICE DESIGN,45.0,36,3,3,1.25
22347,PIZZA DISH SLICE ,45.0,36,2,2,1.25
16161C,WRAP SPEED DEMONS ,45.0,450,2,2,0.1
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,45.0,36,10,9,1.25
21685,MEDINA STAMPED METAL TRAY ,44.849999999999994,3,2,2,14.949999999999998
35916B,BLUE FELT HANGING HEART W FLOWER,44.65,42,15,4,1.063095238095238
90177E,DROP DIAMANTE EARRINGS GREEN,44.589999999999996,15,14,2,2.9726666666666666
90197D,AMBER GLASS BRACELET HEART CHARMS,44.550000000000004,9,4,4,4.95
72796B,S/3 FRENCH VANILLA SQU CANDLE,44.55,27,12,11,1.65
20820,SILVER LOOKING MIRROR,44.55,9,7,5,4.949999999999999
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25000000000001,15,9,9,2.9500000000000006
35085E,IVORY ROSE LAMPSHADE ,44.25,39,9,7,1.1346153846153846
35607B,BLACK FEATHER CHRISTMAS DECORATION,44.06,216,10,8,0.20398148148148149
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",43.94,95,3,2,0.4625263157894737
90108,BLUE BLOSSOM HAIR CLIP,43.87,39,9,7,1.1248717948717948
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,43.78,14,10,5,3.1271428571428572
17014C,ORIGAMI LAVENDER INCENSE CONES,43.75,97,2,1,0.45103092783505155
90214D,"LETTER ""D"" BLING KEY RING",43.47,35,21,8,1.242
90042B,FRESHWATER PEARL BRACELET PINK,43.349999999999994,17,6,4,2.55
35822P,"ACRYLIC BEAD CHAIN, PINK",43.32,114,1,1,0.38
72798C,SET/4 GARDEN ROSE DINNER CANDLE,43.21,22,13,8,1.964090909090909
84548,CROCHET BEAR RED/BLUE  KEYRING,42.9,26,9,8,1.65
84551,CROCHET DOG KEYRING,42.9,26,6,5,1.65
21596,Hypochondriac Pill Stress Ball,42.64,10,9,0,4.264
21815, STAR  T-LIGHT HOLDER ,42.61,25,8,4,1.7044
90026B,GLASS BEAD HOOP NECKLACE MONTANA,42.5,5,4,3,8.5
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,42.5,5,4,4,8.5
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,42.35,5,5,0,8.47
22346,PARTY PIZZA DISH GREEN WHITE SPOT ,42.3,40,15,7,1.0574999999999999
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,42.25,25,7,7,1.69
90214T,"LETTER ""T"" BLING KEY RING",42.11,33,13,8,1.2760606060606061
72771C,BLACK FLOCK GOLD CANDLE,42.08,54,6,4,0.7792592592592592
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,41.760000000000005,7,3,1,5.965714285714286
90177C,DROP DIAMANTE EARRINGS CRYSTAL,41.67,14,13,4,2.9764285714285714
84611B,BLACK NEW BAROQUE FLOCK BOX,41.65,7,4,4,5.95
90060C,FIRE POLISHED GLASS NECKL SILVER,41.65,7,3,3,5.95
90039B,FIRE POLISHED GLASS BRACELET MONTAN,41.49,11,6,2,3.771818181818182
90183A,AMBER DROP EARRINGS W LONG BEADS,41.370000000000005,14,9,1,2.9550000000000005
90067B,BROWN VINTAGE VICTORIAN EARRINGS,41.32000000000001,14,4,2,2.951428571428572
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,41.300000000000004,14,7,7,2.95
90128A,PINK LEAVES AND BEADS PHONE CHARM,41.29,29,9,5,1.4237931034482758
85024B,EAU DE NILE JEWELLED PHOTOFRAME,41.25,25,8,7,1.65
90212C,PURPLE LAS VEGAS BRACELET ROUND,41.25,11,5,4,3.75
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",41.25,11,8,6,3.75
18096c,WHITE ROUND PORCELAIN TLIGHT HOLDER,41.14,8,6,0,5.1425
21119,Glow In The Dark Shot Glasses ,41.01,3,3,0,13.67
35644,PAIR PINK/BLACK COATHANGERS,40.95,21,7,6,1.9500000000000002
22740,POLKADOT PENS,40.8,48,1,1,0.85
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,40.8,16,3,3,2.55
72709,IVORY SCULPTED RND CANDLE ,40.8,48,8,7,0.85
90012B,BLACK DROP CRYSTAL NECKLACE,40.55,4,3,1,10.1375
90034,WHITE SILVER NECKLACE SHELL GLASS,40.5,4,4,2,10.125
90064A,WHITE VINTAGE CRYSTAL EARRINGS,40.44,10,6,1,4.044
22532,MAGIC SLATE LEAP FROG ,40.32,96,2,2,0.42
22529,MAGIC SLATE GO TO THE FAIR ,40.32,96,2,2,0.42
22681,FRENCH BLUE METAL DOOR SIGN 6,40.03,29,9,5,1.380344827586207
20994,JAZZ HEARTS SPIRAL NOTEPAD,39.949999999999996,47,12,12,0.8499999999999999
20860,GOLD COSMETICS BAG WITH BUTTERFLY,39.900000000000006,19,10,10,2.1
79065A,TEATIME ROUND CAKE TINS ,39.8,4,1,1,9.95
47518F,ICON PLACEMAT POP ART ELVIS,39.5,76,6,3,0.5197368421052632
35933,PINK STOCKING CHRISTMAS DECORATION,39.17,93,9,7,0.42118279569892475
22853,"CAT BOWL, ENAMEL , CREAM COLOUR",39.0,12,2,2,3.25
82545A,COGNAC AUX OEUFS METAL 1 HOOK,38.75,31,11,11,1.25
47567b,TEA TIME KITCHEN APRON,38.72,3,3,0,12.906666666666666
90188,DROP EARRINGS W FLOWER & LEAF,38.46,15,14,1,2.564
35963,FOLKART ZINC CLIP ON ANGEL WINGS,38.379999999999995,101,11,10,0.37999999999999995
84968B,SET OF 16 VINTAGE IVORY CUTLERY,38.25,3,3,2,12.75
90103,PURPLE FRANGIPANI NECKLACE,38.19,15,14,3,2.546
90003E,GREEN PAIR HEART HAIR SLIDES,38.01,10,9,1,3.8009999999999997
90119,METALIC LEAVES BAG CHARMS,38.01,14,6,3,2.715
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,37.78,4,4,0,9.445
90038C,GLASS AND BEADS BRACELET IVORY,37.77,10,5,2,3.777
72801d,S/4 SKY BLUE DINNER CANDLES,37.65,15,10,0,2.51
22954,HEN PARTY CORDON BARRIER TAPE,37.51,29,9,8,1.293448275862069
37112,YELLOW BIRDS FELT DES FOODCOVER,37.5,10,5,4,3.75
79413,GLASS WINE GLASS DECORATIONS,37.5,30,9,7,1.25
35233,PASTA ENAMEL/BRASS CONTAINER,37.5,10,8,8,3.75
71406C,BLACK ORANGE SQUEEZER,37.42,85,16,12,0.44023529411764706
84705F,RED PEONY PHOTO FRAME ,37.2,8,5,4,4.65
84251J,"GREETING CARD, THE BLACK CAT",37.04,74,17,4,0.5005405405405405
72715,SPHERICAL IVORY CANDLE ,36.96,88,13,8,0.42
47013A,WINE BOTTLE DRESSING LT.BLUE,36.83,127,21,18,0.29
90074,BLACK DIAMOND CLUSTER NECKLACE,36.62,4,4,3,9.155
17014E,ORIGAMI OPIUM INCENSE CONES,36.599999999999994,95,6,4,0.3852631578947368
37462E,"PET MUG, GOLDFISH",36.54,74,18,5,0.4937837837837838
22984,CARD GINGHAM ROSE ,36.13,85,7,6,0.4250588235294118
90037D,TINY CRYSTALS BRACELET BLACK,35.870000000000005,14,8,1,2.5621428571428573
35910B,PINK FLOWERS RABBIT EASTER,35.72,16,5,3,2.2325
90202C,GREEN ENAMEL FLOWER HAIR TIE,35.71,12,12,2,2.9758333333333336
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,35.7,6,3,3,5.95
37348,SET OF 4 PASTEL STACKING MUGS,35.7,14,7,5,2.5500000000000003
90179A,AMBER FINE BEAD NECKLACE W TASSEL,35.690000000000005,6,4,3,5.948333333333334
90130C,GREEN STONE/CRYSTAL EARRINGS,35.63,12,12,2,2.9691666666666667
90101,WHITE FRANGIPANI NECKLACE,35.63,14,13,1,2.5450000000000004
90126C,AMBER BERTIE MOBILE PHONE CHARM,35.519999999999996,19,4,2,1.8694736842105262
90052,CRACKED GLAZE NECKLACE BROWN,35.44,5,3,1,7.087999999999999
47351B,BLUE  VOILE LAMPSHADE,35.400000000000006,12,5,5,2.9500000000000006
22933,BAKING MOULD EASTER EGG MILK CHOC,35.400000000000006,12,1,1,2.9500000000000006
35909A,RABBIT EASTER DECORATION,35.400000000000006,12,2,2,2.9500000000000006
21395,BLUE POLKADOT BEAKER ,35.099999999999994,18,2,2,1.9499999999999997
DCGS0058,MISO PRETTY  GUM,34.82,42,30,0,0.829047619047619
90131,PINK/AMETHYST/GOLD NECKLACE,34.75,5,3,3,6.95
84868B,BLUE BABY BOY'S MEMORY BOX,34.75,5,4,4,6.95
37482p,CUBIC MUG PINK POLKA DOT,34.7,2,2,0,17.35
84546,CROCHET POODLE KEYRING,34.65,21,3,3,1.65
35955,SMALL FOLKART CHRISTMAS TREE DEC,34.62,135,4,4,0.2564444444444444
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,34.08,14,10,8,2.434285714285714
90026C,GLASS BEAD HOOP NECKLACE GREEN,34.0,4,3,3,8.5
22852,"DOG BOWL, ENAMEL , CREAM COLOUR",34.0,8,2,2,4.25
22200,FRYING PAN PINK RETROSPOT,33.97,7,3,2,4.852857142857142
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,33.97,8,7,2,4.24625
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,33.96,10,8,1,3.396
90126A,PINK BERTIE MOBILE PHONE CHARM,33.78,19,4,3,1.7778947368421054
84746,PINK EASTER HENS+FLOWER,33.75,9,7,5,3.75
90066A,PINK VINTAGE VICTORIAN CHOKER,33.75,5,2,2,6.75
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,33.75,9,5,3,3.75
75011,BLUE DAISY MOBILE,33.75,9,3,3,3.75
84228,HEN HOUSE W CHICK STANDING,33.66,59,21,4,0.5705084745762711
90033,IVORY SHELL HEART EARRINGS,33.36,13,10,1,2.566153846153846
90174,BUTTERFLY HAIR BAND,33.24,13,12,0,2.556923076923077
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,33.15,13,9,7,2.55
84456,SET OF 3 RABBIT EGG EASTER,33.15,37,16,12,0.8959459459459459
90214I,"LETTER ""I"" BLING KEY RING",33.08,26,16,8,1.2723076923076921
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",32.76,78,7,6,0.42
90118,PINK DAISY BAG CHARM,32.75,12,10,2,2.7291666666666665
84510e,SET OF 4 GREEN CAROUSEL COASTERS,32.629999999999995,13,5,0,2.51
72801d,4 SKY BLUE DINNER CANDLES,32.629999999999995,13,7,0,2.51
85079,EMBROIDERED REINDEER DECORATION,32.25,23,8,6,1.4021739130434783
20835,FRENCH LATTICE CUSHION COVER ,32.239999999999995,14,3,1,2.3028571428571425
15030,FAN BLACK FRAME ,32.19,111,14,12,0.29
17136A,BLUE STONES ON WIRE FOR CANDLE,32.19,391,17,14,0.08232736572890025
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,31.849999999999998,13,10,5,2.4499999999999997
21391,FRENCH LAVENDER SCENT HEART,31.54,11,5,2,2.867272727272727
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,31.509999999999998,14,5,3,2.2507142857142854
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,31.500000000000004,15,3,3,2.1
79406,FROSTED WHITE BASE ,31.5,115,13,9,0.27391304347826084
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,31.38,6,5,2,5.2299999999999995
85131D,BEADED CRYSTAL HEART PINK\ON STICK,31.299999999999997,20,11,8,1.565
47420,ASSORTED COLOUR SUCTION CUP HOOK,31.16,164,19,15,0.19
72024U,LILAC VOTIVE CANDLE,31.08,148,8,7,0.21
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,30.66,61,17,10,0.5026229508196721
22577,WOODEN HEART CHRISTMAS SCANDISPOT,30.6,36,1,1,0.8500000000000001
22937,BAKING MOULD CHOCOLATE CUP CAKES,30.6,12,2,2,2.5500000000000003
22641,SET OF 4 NAPKIN CHARMS INSTUMENT   ,30.6,12,2,2,2.5500000000000003
21919,Electronic Talking Breath-A-Loser,30.47,6,5,0,5.078333333333333
90038B,GLASS AND PAINTED BEADS BRACELET OL,30.42,8,5,1,3.8025
90176D,DIAMANTE NECKLACE PURPLE,30.31,4,3,2,7.5775
18010,ASSORTED FRAGRANCE BATH CONFETTI,30.16,64,9,6,0.47125
20652,BLUE POLKADOT LUGGAGE TAG ,30.049999999999997,19,16,11,1.581578947368421
22771,DRAWER KNOB ACRYLIC EDWARDIAN CLEAR,30.0,24,1,1,1.25
22953,BIRTHDAY BANNER TAPE,30.0,24,2,2,1.25
47563B,WAVELINE SURF IRONING BOARD COVER,30.0,8,6,6,3.75
22405,TIN CAN POCKET MONEY DESIGN,30.0,24,2,2,1.25
22410,TIN CAN HOUSEKEEPING DESIGN,30.0,24,2,2,1.25
BANK CHARGES, Bank Charges,30.0,2,2,2,15.0
22772,DRAWER KNOB ACRYLIC EDWARDIAN PINK,30.0,24,1,1,1.25
22775,DRAWERKNOB ACRYLIC EDWARDIAN PURPLE,30.0,24,1,1,1.25
22773,DRAWER KNOB ACRYLIC EDWARDIAN GREEN,30.0,24,1,1,1.25
21767,FRENCH STYLE WIRE DOOR CABINET ,29.95,1,1,1,29.95
78056,CAMOUFLAGE BACKPACK ON WHEELS,29.849999999999998,3,2,1,9.95
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,29.810000000000002,7,6,3,4.258571428571429
84985a,SET OF 72 GREEN PAPER DOILIES,29.8,10,8,0,2.98
90060B,FIRE POLISHED GLASS NECKL GOLD,29.75,5,3,3,5.95
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,29.75,5,4,4,5.95
22474,"TRAY FOR TV DINNER ,SPACEBOY",29.700000000000003,6,1,1,4.95
90043,COPPER AND BRASS BAG CHARM,29.700000000000003,6,4,3,4.95
22472,"TRAY FOR TV DINNER , DOLLY GIRL",29.700000000000003,6,1,1,4.95
90081B,LILY BROOCH WHITE/SILVER COLOUR,29.7,6,2,2,4.95
90130D,RED STONE/CRYSTAL EARRINGS,29.610000000000007,10,5,1,2.9610000000000007
90011C,GREEN CRYSTAL DROP EARRINGS,29.53,10,5,1,2.9530000000000003
90027B,GLASS BEAD HOOP EARRINGS MONTANA,29.520000000000003,10,7,3,2.9520000000000004
47591b,SCOTTIES CHILDRENS APRON,29.47,7,3,0,4.21
22936,BAKING MOULD ROSE WHITE CHOCOLATE,29.25,9,2,2,3.25
84510C,SET OF 4 POLKADOT COASTERS,28.77,21,8,6,1.3699999999999999
22882,NUMBER TILE VINTAGE FONT 3,28.23,11,8,5,2.5663636363636364
35265,COLOURFUL FLOWER FRUIT BOWL,27.8,4,4,4,6.95
17091F,SANDALWOOD INCENSE IN TIN,27.71,19,8,6,1.458421052631579
47013C,WINE BOTTLE DRESSING DARK BLUE,27.549999999999997,95,15,13,0.29
16161G,WRAP BAD HAIR DAY,27.5,275,11,11,0.1
22878,NUMBER TILE COTTAGE GARDEN No,27.35,8,7,2,3.41875
21097,SET/6 GREEN SPRING  PAPER PLATE,27.2,32,7,5,0.85
84867b,BLUE BABY BOY'S PHOTO ALBUM,27.14,2,1,0,13.57
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,26.77,9,9,1,2.9744444444444444
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,26.7,62,5,4,0.43064516129032254
90027C,GLASS BEAD HOOP EARRINGS GREEN,26.67,9,7,2,2.9633333333333334
90202A,PURPLE ENAMEL FLOWER HAIR TIE,26.62,9,8,2,2.957777777777778
22232,3 PIECE JIGSAW TOADSTOOLS,26.4,16,2,2,1.65
84876C,SILVER HEART COMPACT MIRROR,26.25,7,4,4,3.75
85164b,BLACK BAROQUE CUCKOO CLOCK,26.04,1,1,0,26.04
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,25.65,6,6,2,4.2749999999999995
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,25.56,5,5,0,5.112
90054,CRACKED GLAZE EARRINGS RED,25.53,10,10,1,2.553
22168,"ORGANISER WOOD, ANTIQUE WHITE ",25.5,3,2,2,8.5
84617,NEW BAROQUE BLACK BOXES,25.5,2,1,1,12.75
